Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),Most Recent SPL Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed Link,DailyMed PDF Link,SET ID
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,207340,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",20181231,Central Nervous System Stimulant,,ZYDUS PHARMACEUTICALS USA INC,2017/10/31-,68382-950; 68382-951; 68382-952; 68382-953; 68382-954; 68382-955; 68382-956,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6bf5bcd5-bed6-4405-a61d-af593b4a3a43/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6bf5bcd5-bed6-4405-a61d-af593b4a3a43,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6bf5bcd5-bed6-4405-a61d-af593b4a3a43,6bf5bcd5-bed6-4405-a61d-af593b4a3a43
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40444,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",20181204,Central Nervous System Stimulant,,COREPHARMA LLC,completed:2007/05/09-2019/11/01; completed:2007/05/09-2020/01/01; completed:2007/05/09-2020/02/01; completed:2014/11/07-2018/03/01; completed:2014/11/07-2018/11/01,64720-130; 64720-131; 64720-132; 64720-133; 64720-134; 64720-135; 64720-136,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4cc84b5d-9b56-4b80-a201-6e4075727d44/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4cc84b5d-9b56-4b80-a201-6e4075727d44,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4cc84b5d-9b56-4b80-a201-6e4075727d44,4cc84b5d-9b56-4b80-a201-6e4075727d44
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40444,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",20180101,Central Nervous System Stimulant,,BRYANT RANCH PREPACK,2007/05/09-,71335-0178,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6e15d882-4db2-4f24-b9b5-45af630cb40b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6e15d882-4db2-4f24-b9b5-45af630cb40b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6e15d882-4db2-4f24-b9b5-45af630cb40b,6e15d882-4db2-4f24-b9b5-45af630cb40b
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40422,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Suflate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",20170917,Central Nervous System Stimulant,,BRYANT RANCH PREPACK,2002/02/11-,63629-3731,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1714de28-482e-463f-e91f-eeaaaa83d17f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1714de28-482e-463f-e91f-eeaaaa83d17f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1714de28-482e-463f-e91f-eeaaaa83d17f,1714de28-482e-463f-e91f-eeaaaa83d17f
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40422,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",20160901,Central Nervous System Stimulant,,TEVA PHARMACEUTICALS USA INC,2002/02/11-; 2003/03/19-,0555-0775; 0555-0776; 0555-0777; 0555-0971; 0555-0972; 0555-0973; 0555-0974,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/cffbbb15-d776-41ae-a8a6-687f2c07bfa4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cffbbb15-d776-41ae-a8a6-687f2c07bfa4,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cffbbb15-d776-41ae-a8a6-687f2c07bfa4,cffbbb15-d776-41ae-a8a6-687f2c07bfa4
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA authorized generic,21303,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",20150512,Central Nervous System Stimulant,2001,GLOBAL PHARMACEUTICALS DIVISION OF IMPAX LABORATORIES INC,2013/12/17-,0115-1328; 0115-1329; 0115-1330; 0115-1331; 0115-1332; 0115-1333,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/34726042-2386-4c19-abec-440769fff99a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=34726042-2386-4c19-abec-440769fff99a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=34726042-2386-4c19-abec-440769fff99a,34726042-2386-4c19-abec-440769fff99a
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA authorized generic,21303,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",20100518,Central Nervous System Stimulant,,PHYSICIANS TOTAL CARE INC,2009/05/04-; 2009/05/19-; 2010/11/01-; 2011/03/03-,54868-6028; 54868-6029; 54868-6033; 54868-6034; 54868-6192; 54868-6227,6DPV8NK46S; G83415V073; H527KAP6L5; JJ768O327N,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f6c30ba1-53d0-4f85-a515-81acfb922e73/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f6c30ba1-53d0-4f85-a515-81acfb922e73,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f6c30ba1-53d0-4f85-a515-81acfb922e73,f6c30ba1-53d0-4f85-a515-81acfb922e73
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,207388,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, Amphetamine Sulfate Tablets,CII","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 10 MG,CLL; DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 12.5 MG,CLL; DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 15 MG,CLL; DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 20 MG,CLL; DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 30 MG,CLL; DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 5 MG,CLL; DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS, 7.5 MG,CLL",20190717,Central Nervous System Stimulant,,ALVOGEN INC,2017/07/28-; completed:2017/07/28-2017/07/29,47781-174; 47781-175; 47781-176; 47781-177; 47781-178; 47781-179; 47781-180,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE SULFATE; Amphetamine Aspartate Monohydrate; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c907301d-e24d-9609-5529-fed14f94549f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c907301d-e24d-9609-5529-fed14f94549f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c907301d-e24d-9609-5529-fed14f94549f,c907301d-e24d-9609-5529-fed14f94549f
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40480,"Dextroamphetamine saccharate, amphetamine aspartate, dextroamphetamine sulfate, and amphetamine sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",20180313,Central Nervous System Stimulant,,BRYANT RANCH PREPACK,2003/09/09-,71335-0171; 71335-0198,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b90efc87-f328-4501-b7bb-d059ac501f7f/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b90efc87-f328-4501-b7bb-d059ac501f7f,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b90efc87-f328-4501-b7bb-d059ac501f7f,b90efc87-f328-4501-b7bb-d059ac501f7f
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40480,"Dextroamphetamine saccharate, amphetamine aspartate, dextroamphetamine sulfate, and amphetamine sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",20171226,Central Nervous System Stimulant,,SUN PHARMACEUTICAL INDUSTRIES INC,2003/09/09-,57664-641; 57664-642; 57664-643; 57664-644; 57664-645; 57664-646; 57664-647,6DPV8NK46S; G83415V073; H527KAP6L5; JJ768O327N,Amphetamine aspartate; Amphetamine sulfate; Dextroamphetamine saccharate; Dextroamphetamine sulfate,Amphetamine; Dextroamphetamine,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9af67219-9b37-45d0-ac52-647cbfacd296/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9af67219-9b37-45d0-ac52-647cbfacd296,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9af67219-9b37-45d0-ac52-647cbfacd296,9af67219-9b37-45d0-ac52-647cbfacd296
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40422,Adderall,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",20160901,Central Nervous System Stimulant,,TEVA SELECT BRANDS,2014/02/03-; 2014/02/06-; 2014/02/11-; 2014/06/18-; 2014/06/30-,57844-105; 57844-110; 57844-112; 57844-115; 57844-117; 57844-120; 57844-130,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f22635fe-821d-4cde-aa12-419f8b53db81/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f22635fe-821d-4cde-aa12-419f8b53db81,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f22635fe-821d-4cde-aa12-419f8b53db81,f22635fe-821d-4cde-aa12-419f8b53db81
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA authorized generic,21303,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",20160628,Central Nervous System Stimulant,2001,BARR LABORATORIES INC,2009/04/02-,0555-0787; 0555-0788; 0555-0789; 0555-0790; 0555-0791; 0555-0792,6DPV8NK46S; G83415V073; JJ768O327N; O1ZPV620O4,AMPHETAMINE ASPARTATE MONOHYDRATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a200fc5e-faab-4471-af77-64da407fa131/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a200fc5e-faab-4471-af77-64da407fa131,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a200fc5e-faab-4471-af77-64da407fa131,a200fc5e-faab-4471-af77-64da407fa131
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40422,Adderall,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",20121023,Central Nervous System Stimulant,,BRYANT RANCH PREPACK,1996/02/13-,63629-3768,6DPV8NK46S; G83415V073; H527KAP6L5; JJ768O327N,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/49b7d111-7045-4116-8988-ba93c7d63491/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=49b7d111-7045-4116-8988-ba93c7d63491,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=49b7d111-7045-4116-8988-ba93c7d63491,49b7d111-7045-4116-8988-ba93c7d63491
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,40422,Adderall,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",20121023,Central Nervous System Stimulant,,BRYANT RANCH PREPACK,1996/02/13-,63629-3769,6DPV8NK46S; G83415V073; H527KAP6L5; JJ768O327N,AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE,AMPHETAMINE; DEXTROAMPHETAMINE,CK833KGX7E; TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b6c8d902-4d43-46b0-b96c-00d8bed1b3dd/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b6c8d902-4d43-46b0-b96c-00d8bed1b3dd,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b6c8d902-4d43-46b0-b96c-00d8bed1b3dd,b6c8d902-4d43-46b0-b96c-00d8bed1b3dd
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,202893,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,20190911,Central Nervous System Stimulant,,AUROLIFE PHARMA LLC,2013/07/31-,13107-035; 13107-036,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/24163442-dd03-4066-a6ed-eb7e292b700b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24163442-dd03-4066-a6ed-eb7e292b700b,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=24163442-dd03-4066-a6ed-eb7e292b700b,24163442-dd03-4066-a6ed-eb7e292b700b
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,ANDA,40776,dextroamphetamine sulfate,DEXTROAMPHETAMINE SULFATE,20190904,Central Nervous System Stimulant,,AVADEL GENERICS LLC,completed:2014/01/06-2020/09/30,76181-002,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f56ea6e8-265a-4e2c-a489-2ad8a50d3157/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f56ea6e8-265a-4e2c-a489-2ad8a50d3157,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f56ea6e8-265a-4e2c-a489-2ad8a50d3157,f56ea6e8-265a-4e2c-a489-2ad8a50d3157
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,ANDA,40776,Procentra,DEXTROAMPHETAMINE SULFATE,20190904,Central Nervous System Stimulant,,INDEPENDENCE PHARMACEUTICALS LLC,2014/05/15-,21724-701,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1548cce2-fb6b-4f17-8a3b-868933f6c9d6/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1548cce2-fb6b-4f17-8a3b-868933f6c9d6,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1548cce2-fb6b-4f17-8a3b-868933f6c9d6,1548cce2-fb6b-4f17-8a3b-868933f6c9d6
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,90533,Zenzedi,DEXTROAMPHETAMINE SULFATE,20190814,Central Nervous System Stimulant,,ARBOR PHARMACEUTICALS INC,2013/05/31-; 2014/05/01-,24338-850; 24338-851; 24338-852; 24338-853; 24338-854; 24338-855; 24338-856,JJ768O327N,Dextroamphetamine Sulfate,Dextroamphetamine,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d6394df5-f2c9-47eb-b57e-f3e9cfd94f84/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d6394df5-f2c9-47eb-b57e-f3e9cfd94f84,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d6394df5-f2c9-47eb-b57e-f3e9cfd94f84,d6394df5-f2c9-47eb-b57e-f3e9cfd94f84
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,203901,dextroamphetamine sulfate,DEXTROAMPHETAMINE SULFATE,20190508,Central Nervous System Stimulant,,ACTAVIS PHARMA INC,2014/06/19-,45963-303; 45963-304; 45963-305,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/9e92ccc3-d81c-461d-a19f-7e9b582be357/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9e92ccc3-d81c-461d-a19f-7e9b582be357,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9e92ccc3-d81c-461d-a19f-7e9b582be357,9e92ccc3-d81c-461d-a19f-7e9b582be357
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,76353,Dextroamphetamine Sulfate Extended-Release,DEXTROAMPHETAMINE SULFATE,20190412,Central Nervous System Stimulant,,AMERICAN HEALTH PACKAGING,completed:2015/09/29-2020/04/30,60687-150,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/669a308e-ce09-4ac8-84d9-ee252c5d3223/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=669a308e-ce09-4ac8-84d9-ee252c5d3223,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=669a308e-ce09-4ac8-84d9-ee252c5d3223,669a308e-ce09-4ac8-84d9-ee252c5d3223
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,ANDA,203901,dextroamphetamine sulfate,DEXTROAMPHETAMINE SULFATE,20190329,Central Nervous System Stimulant,,MAYNE PHARMA INC,2016/08/05-,51862-344; 51862-345; 51862-346,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/448c2930-3a4e-4e29-9269-a343991d2877/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=448c2930-3a4e-4e29-9269-a343991d2877,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=448c2930-3a4e-4e29-9269-a343991d2877,448c2930-3a4e-4e29-9269-a343991d2877
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,206588,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,20181231,Central Nervous System Stimulant,,ZYDUS PHARMACEUTICALS USA INC,2016/03/28-,68382-941; 68382-942,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0d50f495-f1e0-4231-b0c3-6ebb7ad68f4e/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0d50f495-f1e0-4231-b0c3-6ebb7ad68f4e,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0d50f495-f1e0-4231-b0c3-6ebb7ad68f4e,0d50f495-f1e0-4231-b0c3-6ebb7ad68f4e
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,203548,Dextroamphetamine Sulfate,DEXTROAMPHETAMINE SULFATE,20181219,Central Nervous System Stimulant,,KVK TECH INC,2015/11/23-,10702-065; 10702-066,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/863d66fe-9c38-463a-afa1-552647494c5a/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=863d66fe-9c38-463a-afa1-552647494c5a,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=863d66fe-9c38-463a-afa1-552647494c5a,863d66fe-9c38-463a-afa1-552647494c5a
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA authorized generic,17078,Dextroamphetamine Sulfate Extended-Release,DEXTROAMPHETAMINE SULFATE,20181207,Central Nervous System Stimulant,,LINEAGE THERAPEUTICS INC,completed:1976/08/02-2019/11/01; completed:1976/08/02-2019/12/01,54505-327; 54505-328; 54505-329,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6ca9dd45-08f8-11e3-8ffd-0800200c9a66/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6ca9dd45-08f8-11e3-8ffd-0800200c9a66,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6ca9dd45-08f8-11e3-8ffd-0800200c9a66,6ca9dd45-08f8-11e3-8ffd-0800200c9a66
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE, EXTENDED RELEASE",ORAL,NDA,17078,DEXEDRINE SPANSULE,DEXTROAMPHETAMINE SULFATE,20181207,Central Nervous System Stimulant,,AMEDRA PHARMACEUTICALS LLC,completed:1976/08/02-2019/12/01,52054-512; 52054-513; 52054-514,JJ768O327N,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE,TZ47U051FI,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a37b6ef9-78b4-4b18-8797-ecb583502500/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a37b6ef9-78b4-4b18-8797-ecb583502500,http://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a37b6ef9-78b4-4b18-8797-ecb583502500,a37b6ef9-78b4-4b18-8797-ecb583502500
