dosageforms,routesofadministration,marketingcategory,applicationnumbers,tradename,genericpropernames,mostrecentspldateyyyymmdd,establishedpharmacologicclasses,initialusapproval,company,marketingdatesyyyymmdd,marketyear,ndcs,activeingredientuniis,activeingredients,activemoietynames,activemoietyuniis,fdalabellink,dailymedlink,setid,excipients,type
TABLET,ORAL,ANDA,40400,HYDROCODONE BIT/APAP,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20150824,Opioid Agonist,,MEDSOURCE PHARMACEUTICALS,2011/07/01-,2011,45865-411,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/53b3ed76-db40-4aa8-8c55-21991d557b42/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=53b3ed76-db40-4aa8-8c55-21991d557b42,53b3ed76-db40-4aa8-8c55-21991d557b42,"butylated hydroxytoluene , hypromellose, polyethylene glycol 400, polyethylene oxide, magnesium stearate, titanium dioxide",Opioids
TABLET,ORAL,ANDA,201013,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20150811,Opioid Agonist,,NORTHWIND PHARMACEUTICALS,2015/08/11-,2015,51655-898,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2cf4449c-63dc-12eb-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2cf4449c-63dc-12eb-e054-00144ff88e88,2cf4449c-63dc-12eb-e054-00144ff88e88,"microcrystalline cellulose, anhydrous lactose, colloidal silicon dioxide, sodium lauryl sulfate, pregelatinized starch (maize), sodium starch glycolate, magnesium stearate, gelatin, titanium dioxide, fd & c blue 1, fd & c red 40, d & c yellow 10",Opioids
TABLET,ORAL,ANDA,201013,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20150731,Opioid Agonist,,NORTHWIND PHARMACEUTICALS,2015/07/31-,2015,51655-804,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2dddb4be-83ed-0cbe-e054-00144ff88e88/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2dddb4be-83ed-0cbe-e054-00144ff88e88,2dddb4be-83ed-0cbe-e054-00144ff88e88,"colloidal silicon dioxide, corn starch, microcrystalline cellulose, pregelatinized starch,, stearic acid",Opioids
TABLET,ORAL,ANDA,40736,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20150326,Opioid Agonist,,BRYANT RANCH PREPACK,2010/01/18-,2010,63629-5422,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a200d099-fa55-4ef1-b8d7-936a7da1db00/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a200d099-fa55-4ef1-b8d7-936a7da1db00,a200d099-fa55-4ef1-b8d7-936a7da1db00,,Opioids
SOLUTION,ORAL,ANDA,40834,Zamicet,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20150320,Opioid Agonist,,PHARMACEUTICAL ASSOCIATES INC,2015/03/18-,2015,0486-0771; 0486-4771,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/43c30b52-7bfb-4d0f-abcf-465c919a10bf/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=43c30b52-7bfb-4d0f-abcf-465c919a10bf,43c30b52-7bfb-4d0f-abcf-465c919a10bf,,Opioids
TABLET,ORAL,ANDA,90118,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20141217,Opioid Agonist,,TYA PHARMACEUTICALS,2009/03/30-,2009,64725-0026,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/748a1340-1215-4ea9-ba20-9681aa7ed33d/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=748a1340-1215-4ea9-ba20-9681aa7ed33d,748a1340-1215-4ea9-ba20-9681aa7ed33d,"hypromellose, lactose monohydrate, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polysorbate 80, pregelatinized starch, sodium starch glycolate,, titanium dioxide",Opioids
SOLUTION,ORAL,ANDA,40838,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20141022,Opioid Agonist,,APOTHECA INC,2014/03/31-,2014,12634-616,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fe6e60c8-53de-4b77-825d-b7427a63f54c/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fe6e60c8-53de-4b77-825d-b7427a63f54c,fe6e60c8-53de-4b77-825d-b7427a63f54c,,Opioids
TABLET,ORAL,ANDA,40656,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20141021,Opioid Agonist,,NORTHWIND PHARMACEUTICALS LLC,2014/10/15-,2014,51655-055,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/675b1685-cd11-452e-9f88-31b5566850e0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=675b1685-cd11-452e-9f88-31b5566850e0,675b1685-cd11-452e-9f88-31b5566850e0,,Opioids
TABLET,ORAL,ANDA,40355,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20141009,Opioid Agonist,,BRYANT RANCH PREPACK,2000/05/31-,2000,63629-5432,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/00f1e7e6-4f94-4bf4-a726-0b4ffbf6d1b1/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=00f1e7e6-4f94-4bf4-a726-0b4ffbf6d1b1,00f1e7e6-4f94-4bf4-a726-0b4ffbf6d1b1,"myristic acid, yellow beeswax, carnauba wax, stearoyl polyoxyl-32 glycerides, magnesium stearate,, colloidal silicon dioxide",Opioids
TABLET,ORAL,ANDA,40746,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20141009,Opioid Agonist,,BRYANT RANCH PREPACK,2010/02/18-,2010,63629-5434,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/878efd95-3026-4583-adc2-1fbcb5566441/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=878efd95-3026-4583-adc2-1fbcb5566441,878efd95-3026-4583-adc2-1fbcb5566441,,Opioids
TABLET,ORAL,ANDA,40409,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20141001,Opioid Agonist,,BRYANT RANCH PREPACK,2010/04/22-,2010,63629-5436,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0b195eb3-b51f-41b1-b869-29c1e7531457/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0b195eb3-b51f-41b1-b869-29c1e7531457,0b195eb3-b51f-41b1-b869-29c1e7531457,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, microcrystalline cellulose, povidone, pregelatinized cornstarch,, stearic acid",Opioids
SOLUTION,ORAL,ANDA,40482,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20140915,Opioid Agonist,,GANDW LABORATORIES INC,2011/02/01-,2011,0713-0704,362O9ITL9D; NO70W886KK,Acetaminophen; Hydrocodone Bitartrate,Acetaminophen; Hydrocodone,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fab011c0-6924-653a-832f-c5a9261790e2/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fab011c0-6924-653a-832f-c5a9261790e2,fab011c0-6924-653a-832f-c5a9261790e2,"crospovidone, microcrystalline cellulose, povidone, pregelatinized starch, silicon dioxide, stearic acid",Opioids
SOLUTION,ORAL,ANDA,40482,Hycet,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20140915,Opioid Agonist,,GANDW LABORATORIES INC,2011/02/01-,2011,0713-0703,362O9ITL9D; NO70W886KK,Acetaminophen; Hydrocodone Bitartrate,Acetaminophen; Hydrocodone,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/47df0152-b0a7-d03a-01e5-b9e22c3533c8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=47df0152-b0a7-d03a-01e5-b9e22c3533c8,47df0152-b0a7-d03a-01e5-b9e22c3533c8,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, stearic acid",Opioids
TABLET,ORAL,ANDA,40400,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20140901,Opioid Agonist,,REDPHARM DRUG INC,2014/09/01-,2014,67296-1542,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/57ea4bd2-d4bd-4394-e053-2991aa0a2bb4/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=57ea4bd2-d4bd-4394-e053-2991aa0a2bb4,57ea4bd2-d4bd-4394-e053-2991aa0a2bb4,"lactose anhydrous, magnesium stearate, microcrystalline cellulose, silicon dioxide",Opioids
TABLET,ORAL,ANDA,40355,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20140410,Opioid Agonist,,PHYSICIANS TOTAL CARE INC,2013/10/11-,2013,54868-6407,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/499a7ebd-912b-4bbb-908a-ff40e589ff70/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=499a7ebd-912b-4bbb-908a-ff40e589ff70,499a7ebd-912b-4bbb-908a-ff40e589ff70,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, stearic acid",Opioids
TABLET,ORAL,ANDA,040201;040400;040409;089160,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20140403,Opioid Agonist,,PHYSICIANS TOTAL CARE INC,2004/01/13-; 2004/09/02-; 2000/07/27-2014/04/01; completed:2008/10/28-2014/04/01,2004,54868-0071; 54868-4237; 54868-4974; 54868-5146,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8f5d00de-3b9b-46d4-b374-1cf329a4c1db/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8f5d00de-3b9b-46d4-b374-1cf329a4c1db,8f5d00de-3b9b-46d4-b374-1cf329a4c1db,"colloidal silicon dioxide, crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, stearic acid",Opioids
TABLET,ORAL,ANDA,040084;040201;040405;089725,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20140217,Opioid Agonist,,PHYSICIANS TOTAL CARE INC,2004/11/22-; 1994/01/13-2014/02/15; completed:1995/04/24-2014/02/15; completed:2004/08/12-2014/02/15,2004,54868-2281; 54868-3038; 54868-3585; 54868-5167,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ab52a549-8ecc-441a-8733-0fda146e9932/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ab52a549-8ecc-441a-8733-0fda146e9932,ab52a549-8ecc-441a-8733-0fda146e9932,"black iron oxide, colloidal silicon dioxide, gelatin, lactose monohydrate, magnesium stearate, microcrystalline cellulose, red iron oxide, sodium lauryl sulfate, sodium starch glycolate, titanium dioxide,, yellow iron oxide",Opioids
TABLET,ORAL,ANDA,89160,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20130909,Opioid Agonist,,LIBERTY PHARMACEUTICALS INC,2010/04/22-,2010,0440-7610,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/247780cf-4dbf-472c-b39b-dbb79e300387/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=247780cf-4dbf-472c-b39b-dbb79e300387,247780cf-4dbf-472c-b39b-dbb79e300387,"croscarmellose sodium, magnesium stearate, microcrystalline cellulose, silicon dioxide,, stearic acid",Opioids
TABLET,ORAL,ANDA,40655,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20130906,Opioid Agonist,,LIBERTY PHARMACEUTICALS INC,2006/01/19-,2006,0440-7605,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2c17f3d1-2a00-45b1-82f3-420f778ee7c0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2c17f3d1-2a00-45b1-82f3-420f778ee7c0,2c17f3d1-2a00-45b1-82f3-420f778ee7c0,"citric acid anhydrous, ethyl maltol, glycerin, methylparaben, propylene glycol, propylparaben, purified water, saccharin sodium, sorbitol solution, sucrose, with d&c red #33, fd&c red #40 as coloring natural and artificial flavoring",Opioids
TABLET,ORAL,ANDA,89971,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20130819,Opioid Agonist,,DISPENSING SOLUTIONS INC,1988/12/02-,1988,66336-442,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1b733f85-dafb-4242-be8a-65540d956380/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1b733f85-dafb-4242-be8a-65540d956380,1b733f85-dafb-4242-be8a-65540d956380,"colloidal silicon dioxide, crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch,, stearic acid",Opioids
TABLET,ORAL,ANDA,40655,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20130710,Opioid Agonist,,DISPENSING SOLUTIONS INC,2006/01/19-,2006,66336-670,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/59e7db61-9ce5-416c-b576-87babe94dbdf/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=59e7db61-9ce5-416c-b576-87babe94dbdf,59e7db61-9ce5-416c-b576-87babe94dbdf,"croscarmellose sodium, magnesium stearate, microcrystalline cellulose, silicon dioxide,, stearic acid",Opioids
TABLET,ORAL,ANDA,40355,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20130709,Opioid Agonist,,DISPENSING SOLUTIONS INC,2000/05/31-,2000,66336-444,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/930b3a2b-b79d-4290-b358-bd1bb214c96b/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=930b3a2b-b79d-4290-b358-bd1bb214c96b,930b3a2b-b79d-4290-b358-bd1bb214c96b,"colloidal silicon dioxide, crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, stearic acid",Opioids
TABLET,ORAL,ANDA,40656,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20130613,Opioid Agonist,,DISPENSING SOLUTIONS INC,2006/01/19-,2006,66336-115,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2501e752-f5fe-40c0-bdc3-a961fe9c42f9/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2501e752-f5fe-40c0-bdc3-a961fe9c42f9,2501e752-f5fe-40c0-bdc3-a961fe9c42f9,"black iron oxide, colloidal silicon dioxide, gelatin, lactose monohydrate, magnesium stearate, microcrystalline cellulose, red iron oxide, sodium lauryl sulfate, sodium starch glycolate, titanium dioxide,, yellow iron oxide",Opioids
TABLET,ORAL,ANDA,40356,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20130408,Opioid Agonist,,DISPENSING SOLUTIONS INC,2000/05/31-,2000,66336-408,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0045ec13-789a-40a1-ac1f-8c29049cfd13/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0045ec13-789a-40a1-ac1f-8c29049cfd13,0045ec13-789a-40a1-ac1f-8c29049cfd13,,Opioids
TABLET,ORAL,ANDA,40157,Hydrocodone Bitartrate And Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20130408,Opioid Agonist,,DISPENSING SOLUTIONS INC,1996/04/12-,1996,66336-106,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/eec087de-b846-4c18-9ae6-2c2b6dc85fb9/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=eec087de-b846-4c18-9ae6-2c2b6dc85fb9,eec087de-b846-4c18-9ae6-2c2b6dc85fb9,"croscarmellose sodium, lactose monohydrate, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, sodium lauryl sulfate, stearic acid, sugar spheres which are composed of starch derived from corn, fd&c red #40, fd&c yellow #6, sucrose",Opioids
TABLET,ORAL,ANDA,40813,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20121114,Opioid Agonist,,REBEL DISTRIBUTORS CORP,2007/02/23-,2007,42254-346,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4b8f1462-d3f0-40f1-9f4a-7e54171fb8b8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4b8f1462-d3f0-40f1-9f4a-7e54171fb8b8,4b8f1462-d3f0-40f1-9f4a-7e54171fb8b8,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized starch, stearic acid",Opioids
TABLET,ORAL,ANDA,90118,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20121030,Opioid Agonist,,REBEL DISTRIBUTORS CORP,2009/03/30-,2009,42254-340,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a46da71a-5fe1-4021-b866-4a806a12efa8/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a46da71a-5fe1-4021-b866-4a806a12efa8,a46da71a-5fe1-4021-b866-4a806a12efa8,"crospovidone, magnesium stearate, microcrystalline cellulose, povidone, pregelatinized corn starch, sodium starch glycolate, stearic acid",Opioids
TABLET,ORAL,ANDA,040556;040658,Xodol,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20120926,Opioid Agonist,,REBEL DISTRIBUTORS CORP,2011/10/10-,2011,42254-291; 42254-301,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7e233783-c467-4ca7-8849-7e1526bb2de0/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7e233783-c467-4ca7-8849-7e1526bb2de0,7e233783-c467-4ca7-8849-7e1526bb2de0,"colloidal silicon dioxide, croscarmellose sodium, crospovidone, microcrystalline cellulose, povidone, pregelatinized cornstarch,, stearic acid",Opioids
TABLET,ORAL,ANDA,40754,Hydrocodone Bitartrate and Acetaminophen,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20120724,Opioid Agonist,,MEDSOURCE PHARMACEUTICALS,2010/02/18-,2010,45865-412,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f83f57cd-0257-4745-8ee0-21dc6dc05063/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f83f57cd-0257-4745-8ee0-21dc6dc05063,f83f57cd-0257-4745-8ee0-21dc6dc05063,,Opioids
TABLET,ORAL,ANDA,89160,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20120724,Opioid Agonist,,MEDSOURCE PHARMACEUTICALS,2010/04/22-,2010,45865-407,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/77e4446e-78a0-4596-9679-15938eb0f892/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=77e4446e-78a0-4596-9679-15938eb0f892,77e4446e-78a0-4596-9679-15938eb0f892,"corn starch, lactose monohydrate, microcrystalline cellulose, sodium starch glycolate, stearic acid",Opioids
TABLET,ORAL,ANDA,040094;040148;081079;081080;081083,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20120628,Opioid Agonist,,STAT RX USA LLC,1991/08/30-; 1995/09/29-; 1997/02/14-; 2000/09/12-,1991,16590-112; 16590-114; 16590-115; 16590-116; 16590-117; 16590-118; 16590-119; 16590-120,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/598d6c89-e2e4-466d-82c1-5953b14250d7/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=598d6c89-e2e4-466d-82c1-5953b14250d7,598d6c89-e2e4-466d-82c1-5953b14250d7,,Opioids
TABLET,ORAL,ANDA,90118,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20120606,Opioid Agonist,,REBEL DISTRIBUTORS CORP,2009/03/30-,2009,42254-214,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/5f215257-7c82-478f-a263-6fb37b438d69/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=5f215257-7c82-478f-a263-6fb37b438d69,5f215257-7c82-478f-a263-6fb37b438d69,"citric acid, edetate disodium, fd&c green no",Opioids
TABLET,ORAL,ANDA,040084;040201,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,20120522,Opioid Agonist,,REBEL DISTRIBUTORS CORP,2010/04/22-,2010,42254-223; 42254-228; 42254-244,362O9ITL9D; NO70W886KK,ACETAMINOPHEN; HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE,362O9ITL9D; 6YKS4Y3WQ7,http://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/16796dd0-8d42-4e0e-8a9f-2b3b8834ed84/spl-doc,http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=16796dd0-8d42-4e0e-8a9f-2b3b8834ed84,16796dd0-8d42-4e0e-8a9f-2b3b8834ed84,,Opioids
